編號,成立核准文號,成立核准日期,管理委員會,建築物地址,棟數,地上層數,地下層數,使用執照
2538,'1101303674,110/10/27,夢圓三期大廈,南區健康路二段58號等,4,14,3,(086)南工使字第00274號
2539,'1101273715,110/10/27,天晴2社區,安南區安和路五段171巷72弄1號2樓之1等,1,5,,(110)南工使字第02008號
2540,'1101265071,110/10/27,佳鋐城意大樓,南區西門路一段276號等,13,15,3,(109)南工使字第03896號
2541,'1101271632,110/10/27,星光水悅大樓,安平區健康三街140號2樓之1等323戶,4,14,2,(095)南工使字第01764號
2542,'1101273727,110/10/27,好建築社區,安南區仁安六街26號2樓之2等,1,10,1,(106)南工使字第01684號
2543,'1101266546,110/10/27,明水（清爭）社區,安南區府安路六段71巷47號等,11,4,,(108)南工使字第01962號
2544,'1101273754,110/10/28,親愛寶貝公寓大廈,安平區光州二街144、146、148號,1,7,1,(082)南工字第02757號
2545,'1101304866,110/10/28,松霖會館管理負責人,永康區仁愛街59號等,1,6,1,(110)南工使字第01492號
2546,'1101311363,110/10/28,EGO大樓,南區萬年七街396號等,3,15,3,(110)南工使字第00138號
2547,'1101320001,110/10/29,歡樂歐洲公寓大廈,永康區中華二路361巷1號3F5,1,9,3,(088)南工使字第02025號
2548,'1101293209,110/11/01,中華大道大樓,永康區中華路349號之1,2,17,2,(085)南工使字第00349號
2549,'1101327417,110/11/01,大時代,永康區中華一路203巷8號7樓之3,1,11,3,(087)南縣使字第02190號
2550,'1101322943,110/11/01,大灣花漾大樓,永康區信義街33巷6號2樓之1等,2,5,0,(107)南工使字第00069號共2筆使照
2551,'1101283916,110/11/01,鄉景文苑A區公寓大廈管理委員會,安南區長溪路一段192巷18弄1號2F-1等,1,5,,(107)南工使字第01838號
2552,'1101317733,110/11/02,大聖王朝大樓,中西區成功路457號等,1,17,4,(080)南工使字第01099-96號
2553,'1101333626,110/11/02,高岡屋公寓大廈,永康區新興街2號,1,14,4,(088)南工使字第00851號
2554,'1101335629,110/11/02,未來室大樓,新營區金華路一段278號等,2,14,2,(110)南工使字第00437號
2555,'1101328521,110/11/02,金華管理負責人,中西區民族路三段148巷19號2樓等,1,5,,(110)南工使字第03602號
2556,'1101328520,110/11/02,民族管理負責人,中西區民族路三段148巷21號2樓等,1,5,,(110)南工使字第03603號
2557,'1101331072,110/11/02,首富堡公寓大廈,歸仁區忠孝北路222號2樓之1等,1,6,0,(106)南工使字第00497號
2558,'1101337000,110/11/03,貝森朵夫七24戶社區,歸仁區仁愛六街93號2樓之1等,1,5,,(110)南工使字第01547號
2559,'1101337001,110/11/03,貝森朵夫七12戶社區,歸仁區仁愛六街91號2樓之1等,1,5,,(110)南工使字第01546號
2560,'1101285508,110/11/04,宗聖帝國大樓,中西區青年路47巷6號等,1,12,3,(079)南工使字第01053-18號
2561,'1101278675,110/11/04,東方明秀,東區中華東路二段73巷13號等,1,6,1,(079)南工字第01064-53號
2562,'1101287322,110/11/04,永華富邑大樓,安平區健康三街223號等,1,8,1,(083)南工使字第01884號
2563,'1101322095,110/11/04,多摩新第大樓,安平區國平路591巷8號,1,21,3,(083)南工使字第03488號
2564,'1101311391,110/11/04,府城新象公寓大廈,安平區建平八街551號之1,1,26,4,(087)南工使字第00010號
2565,'1101292544,110/11/04,一品世家公寓大廈,東區凱旋路48號,1,10,2,(087)南工使字第00453號
2566,'1101339954,110/11/04,南科職業大樓管理負責人,善化區陽光大道200號,1,7,2,(108)南工使字第02300號
2567,'1101283917,110/11/04,鄉景文苑B區公寓大廈管理委員會,安南區長溪路一段192巷18弄2號2F-1等,1,5,,(107)南工使字第01839號
2568,'1101336267,110/11/05,太古廣場公寓大廈,安平區慶平路213號,1,8,2,(085)南工使字第01229號
2569,'1101347274,110/11/05,永康名廈,永康區中山路12號5樓之6,1,8,1,(086)南工使字第01302號
2570,'1101325168,110/11/05,俊傑館管理負責人,南區樹林街二段253號等,1,9,2,(109)南工使字第02096號
2571,'1101354227,110/11/05,安平年代,安平區安北路98-2號等,1,7,1,(106)南工使字第01050號
2572,'1101331057,110/11/05,My Ocean社區,安平區平豐路122號3樓之1等,1,27,3,(105)南工使字第01548號
2573,'1101328508,110/11/09,台南公園名廈,北區公園南路71號,1,12,2,(084)南工使字第00137號
2574,'1101349945,110/11/09,高統嶺摩登廣場公寓大廈,永康區中山南路262巷2號10樓之9,1,15,3,(084)南工使字第04487號
2575,'1101331056,110/11/09,新巢生活大廈,北區長北街132號,2,6,0,(086)南工使字第01185號
2576,'1101356619,110/11/09,煙波國際觀光大樓管理負責人,中西區小西門里16鄰永福路一段269號等,1,12,3,(108)南工使字第00783號
2577,'1101285506,110/11/09,台南市大道新城國宅社區第七區,北區北門路二段362號等,1,11,1,(091)南工使字第01119號
2578,'1101325169,110/11/09,太子世紀帝國DEF棟社區,北區育德路199巷1號等39戶,39,5,0,(094)南工使字第02642號
2579,'1101356621,110/11/09,心滿逸築三社區,永康區大民街151號2F-1等,1,5,,(108)南工使字第00949號
2580,'1101373223,110/11/10,如意居,永康區永明街267號之17,4,5,,(082)南工局使字第06406號共2筆使照
2581,'1101362684,110/11/10,萬福金龍大樓,永康區中山東路116號5樓之5,1,8,1,(083)南工使字第01525號
2582,'1101337002,110/11/10,心心相印五期,安南區鎮安路297號2樓之1等,2,5,,(110)南工使字第01578號
2583,'1101337032,110/11/10,三地艾美6,安南區海前路2號等,2,15,2,(110)南工使字第00945號
2584,'1101369446,110/11/10,新營國宅A區公寓大廈,新營區東興三街22巷21號6樓,1,13,1,(089)南工使字第00383號
2585,'1101371869,110/11/10,文心社區,仁德區仁德里文心路66號,55,4,,(091)南工局使字第00384號
2586,'1101371870,110/11/10,海景知音公寓大廈,安平區健康路三段696-2號2樓之1等78戶,1,7,1,(094)南工使字第01836號
2587,'1101368639,110/11/10,邰欣地堡56期社區,新市區新和里富林路186號2樓之2等,1,7,,(108)南工使字第02622號
2588,'1101374863,110/11/11,現代摩登第八期,安平區育平七街80巷15號,1,6,0,(082)南工使字第03621號
2589,'1101343972,110/11/11,臺邦大歐洲第三期社區,北區育德路605巷2號等,2,4,0,(091)南工使字第00026號
2590,'1101381479,110/11/11,台南市大道新城國宅社區第六區,北區旭日街50號等,4,11,1,(091)南工使字第01120號
2591,'1101349942,110/11/11,樂高創世紀公寓大廈管理委員會,安南區館前一路112號,1,7,1,(103)南工使字第04173號
2592,'1101373847,110/11/11,鑫市政,安平區永華路二段288號等,1,29,5,(107)南工使字第02921號
2593,'1101368441,110/11/12,開山首府公寓大廈,中西區開山路51號等,1,11,2,(096)南工使字第00221號
2594,'1101336269,110/11/12,太子君峰會社區管理委員會,北區海安路三段183號2樓等,1,25,4,(107)南工使字第01062號
2595,'1101381279,110/11/15,大漢傑座住戶,永康區民族路273巷46號等,1,6,1,(082)南工局使字第05847號
2596,'1101379243,110/11/15,華貴巴黎大樓,永康區國光七街21巷3號,1,9,1,(082)南工使字第07475號
2597,'1101390266,110/11/15,愛琴海公寓大廈,安平區慶平路571號,2,19,2,(087)南工使字第01365號
2598,'1101385938,110/11/15,加賀屋社區,仁德區太子北路250巷25號2樓之1等,1,5,,(110)南工使字第02500號
2599,'1101381000,110/11/15,城市樂章公寓大廈,永康區大安街468巷12號2樓之1等,1,10,1,(108)南工使字第00384號
2600,'1101318582,110/11/16,錦上公寓大廈,安平區永華六街62號,1,7,1,(083)南工使字第03495號
2601,'1101368440,110/11/16,賜伯寶座大廈,東區東門路三段13號等,1,23,3,(084)南工使字第02702號共2筆使照
2602,'1101374845,110/11/16,寒舍維多利亞,東區德光街15巷29號,4,8,3,(085)南工使字第00757號
2603,'1101373860,110/11/16,台南市和緯社區,北區西門路四段200巷10號2樓,5,9,1,(085)南工使字第01640號共4筆使照
2604,'1101394966,110/11/16,品學苑2,麻豆區南勢里南勢24-50號等,17,4,,(109)南工使字第01799號
2605,'1101370793,110/11/16,世紀之門大樓,北區開元路469號等,1,19,4,(096)南工使字第02148號
2606,'1101356620,110/11/16,MOMA5公寓大廈,東區德東街235巷118弄140號2樓等,1,5,,(103)南工使字第02085號
2607,'1101405187,110/11/17,富都天廈,中西區文賢路13號等,1,7,3,(080)南工字第01078-79號
2608,'1101391672,110/11/17,錦繡世界公寓大樓,南區府緯街132號,2,13,1,(083)南工使字第01772號
2609,'1101391724,110/11/17,靜巷名廬,南區新慶路46號等,2,10,1,(085)南工使字第01587號
2610,'1101403746,110/11/17,嘉南大郡,新營區信義街67號等36戶,1,7,1,(086)南工局使字第01643號
2611,'1101353846,110/11/19,佳展大景,安南區永續三街268號1樓之1等,5,15,3,(110)南工使字第00136號
2612,'1101410675,110/11/19,一之居,安南區南興里5鄰安興街342巷17弄22號等,20,4,,(109)南工使字第04217號
2613,'1101405201,110/11/22,新郡城管理委員會,南區大成路一段2號等,90,5,0,(102)南工使字第04931號
2614,'1101397235,110/11/22,呈豐日日二期社區,新市區長安街36巷35號2樓3,3,5,0,(105)南工使字第01449號
2615,'1101427188,110/11/23,駿達天下大樓,永康區中正北路21號等,1,14,2,(083)南工使字第04172號
2616,'1101426637,110/11/23,台南麗池,永康區中山路354號,1,26,2,(085)南工使字第02909號
2617,'1101368650,110/11/23,當代學苑,鹽水區蔦松路56巷40號,1,6,1,(088)南工局使字第01760號
2618,'1101427142,110/11/23,荷蘭海韻大樓,安平區永華路二段900號等,1,14,3,(096)南工使字第00057號
2619,'1101408521,110/11/23,蕾夢湖社區一期,善化區小新里11鄰陽光大道199號等,53,3,,(106)南工使字第01470號
2620,'1101411035,110/11/23,洺揮i幸福管理委員會,仁德區北保路61號2樓之9等,1,12,2,(107)南工使字第01920號
2621,'1101343968,110/11/24,鴻儒天下第一期,東區光明街66巷39號等,1,7,1,(078)南工使字第01032-82號
2622,'1101373824,110/11/24,荷蘭家鄉,東區崇德十二街72號等,1,7,1,(081)南工字第01114-74號
2623,'1101428869,110/11/24,宮廷大內社區,安南區同安路80巷107號GF,66,4,1,(083)南工使字第01999號
2624,'1101424391,110/11/24,新東方文化大樓,東區崇道路19巷8號,1,9,2,(084)南工使字第02782號共2筆使照
2625,'1101430406,110/11/24,中華禮居大廈,東區富農街一段137號,1,8,2,(086)南工使字第00267號
2626,'1101390830,110/11/24,福爾摩莎,東區裕信路466號,3,6,0,(088)南工使字第00292號
2627,'1101432947,110/11/24,承在之家,永康區埔園里大橋街2-38至2-85號,1,5,,(071)南建局使字第00694號
2628,'1101374846,110/11/24,陽光綠野,東區崇明三街12至16號,1,6,2,(079)南工字第01068-53號
2629,'1101409537,110/11/24,祥閣Ⅲ管理負責人,東區裕德二街22巷18號等,5,4,,(109)南工使字第03720號
2630,'1101430407,110/11/24,東方瑞士公寓大廈,東區崇善東路11號等,2,8,1,(089)南工使字第00121號
2631,'1101399225,110/11/24,麗景公園III,東區裕平路260號等,36,5,0,(093)南工使字第01418號
2632,'1101408510,110/11/24,精忠新城公寓大廈,永康區中華路58巷68號7F2,10,14,1,(095)南工使字第03087號共4筆使照
2633,'1101423284,110/11/24,崇明綠邑社區,東區崇明路952號等,91,5,0,(096)南工使字第01484號共2筆使照
2634,'1101423308,110/11/24,正堡社區,東區裕孝路800號,16,5,0,(097)南工使字第00814號
2635,'1101318584,110/11/24,品陽大苑社區,東區富農街一段188巷26弄12號等,2,19,2,(107)南工使字第03677號
2636,'1101410538,110/11/24,鄉景皇居社區,善化區溪美里溪尾950號等,27,4,,(108)南工使字第00734號
2637,'1101410537,110/11/24,鄉景樂活社區,新市區大社里大社410號2F-1等,1,6,,(108)南工使字第04419號
2638,'1101440897,110/11/25,台南縣公教大樓,新營區中正路25之2號2樓,1,12,2,(087)南工使字第01450號
2639,'1101418623,110/11/25,龍舜東越大樓,永康區勝華街100號2樓之1等,1,14,2,(110)南工使字第01689號
2640,'1101362683,110/11/25,皇龍御品,東區裕英街88號等50戶,50,5,0,(093)南工使字第00198號
2641,'1101437958,110/11/25,富堯京王府社區,永康區富強路一段149巷2號,18,5,,(093)南工使字第01698號共2筆使照
2642,'1101437982,110/11/25,邰欣地堡30期社區,新市區富中街116號2樓之1等,2,5,0,(105)南工使字第00877號
2643,'1101411019,110/11/25,永安一方NO.2,永康區永安一街50號等,2,13,2,(108)南工使字第02543號
2644,'1101442427,110/11/26,凱迪拉克大樓,中西區環河街86號等,1,9,1,(080)南工字第01077-99號
2645,'1101442393,110/11/26,南師DC大樓,中西區五妃街3號等,1,8,2,(087)南工使字第00693號
2646,'1101452611,110/11/29,中央廣場大廈,中西區公園路25號等,1,9,1,(071)南工字第00751-78號
2647,'1101441875,110/11/29,鄉詩河畔公寓大廈,中西區永華一街44巷2號等,1,6,1,(082)南工使字第02217號
2648,'1101342634,110/11/29,蜜覓花園六社區,安南區安中路四段290巷199號等,46,4,,(110)南工使字第01132號
2649,'1101436679,110/11/29,天朵綠園社區,中西區中華西路二段717號等,2,18,4,(105)南工使字第02881號
2650,'1101436699,110/11/30,翡翠森林金澤區三期,安南區環館路364巷52號等,109,4,,(109)南工使字第03327號
2651,'1101453495,110/11/30,棕櫚灣大樓管理委員會,南區萬年五街355號等,9,15,2,(106)南工使字第02495號
2652,'1101456794,110/11/30,佳楓領秀,善化區蓮潭路3號2F-1等,1,13,2,(107)南工使字第03610號
2653,'1101441837,110/12/01,有有社區,關廟區大仁街23號2F-1等,1,5,,(110)南工使字第01835號
2654,'1101462487,110/12/01,老大房社區,善化區陽明路142巷39號-5,11,4,,(094)南縣使字第01412號共6筆使照
2655,'1101459979,110/12/01,峰尚大樓,仁德區德崙路21巷36號2樓之1等,1,14,2,(105)南工使字第03088號
2656,'1101463823,110/12/02,溫馨社區,新營區民生路385巷13弄3號,33,7,1,(083)南工使字第00950號
2657,'1101463275,110/12/02,陽光華廈,永康區復華7街32巷33號6F2,10,12,1,(083)南縣使字第04361號
2658,'1101466289,110/12/02,品富國華公寓大廈,中西區西門路二段307巷22號等,1,7,,(081)南工字第01107-72號
2659,'1101472461,110/12/03,四季風情第二期公寓大廈,北區長北街121號,1,8,1,(082)南工字第01619號
2660,'1101439694,110/12/03,文化天寶,東區崇德十六街60號3F-3,1,7,1,(082)南工使字第02981號
2661,'1101424393,110/12/03,皆大歡喜公寓大廈,仁德區德善路251巷7弄6號1樓之1,1,9,2,(086)南工使字第00628號
2662,'110465300,110/12/03,夏綠邑社區,東區裕文路168號,6,5,0,(091)南工使字第00506號
2663,'1101471606,110/12/03,世界好美麗社區,南區明德里5鄰水交社路48號等,26,7,3,(107)南工使字第03445號
2664,'1101472944,110/12/03,春天華廈NO.6,仁德區保華路265巷9號2樓之1等,2,5,,(108)南工使字第01239號
2665,'1101466298,110/12/03,幸福時光社區,歸仁區民權十街90號2樓之8,1,6,,(108)南工使字第02470號
2666,'1101472462,110/12/06,美麗佳園,中西區西和路100巷32號,14,10,4,(088)南工使字第00718號
2667,'1101472463,110/12/07,河邊春夢公寓大廈,安平區育平九街192巷71號,1,11,2,(083)南工使字第01663號
2668,'1101484032,110/12/07,香榭大道公寓大廈,安平區平通路524號,1,9,2,(083)南工使字第03030號
2669,'1101474457,110/12/07,白金漢宮,永康區復華三街62號5樓之4,1,19,2,(084)南工使字第03321號
2670,'1101470631,110/12/07,大橋郡社區,永康區東橋八街25巷1弄1號等,60,4,,(098)南縣使字第00077號
2671,'1101469453,110/12/07,大都匯大廈,永康區東橋六街69號等,4,20,3,(105)南工使字第01263號
2672,'1101424392,110/12/08,貴族天下大樓,北區公園路134號等,1,10,2,(078)南工字第01025-12號
2673,'1101493042,110/12/08,世紀王朝大廈,永康區大橋一街40、42號,1,9,2,(082)南工使字第07477號
2674,'1101492321,110/12/08,歐洲陛廈大樓,永康區中正路230巷2.4.6.8號,1,14,1,(083)南工使字第01960號
2675,'1101405188,110/12/08,大立郡公寓大廈,東區崇善五街18號5樓4,1,8,2,(083)南工使字第03374號
