統計期或資料時間,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,
103Y03M,67000,臺南市,67000260,左鎮區,1988,5197,
103Y03M,67000,臺南市,67000270,仁德區,26319,72559,
103Y03M,67000,臺南市,67000280,歸仁區,21751,67199,
103Y03M,67000,臺南市,67000290,關廟區,10862,35068,
103Y03M,67000,臺南市,67000300,龍崎區,1579,4302,
103Y03M,67000,臺南市,67000310,永康區,80350,227228,
103Y03M,67000,臺南市,67000320,東區,72015,191498,
103Y03M,67000,臺南市,67000330,南區,44336,125430,
103Y03M,67000,臺南市,67000340,北區,49377,132208,
103Y03M,67000,臺南市,67000350,安南區,59167,185913,
103Y03M,67000,臺南市,67000360,安平區,24272,64564,
103Y03M,67000,臺南市,67000370,中西區,30881,78640,
