編號,巷道名稱,長度,"實際
寬度",受影響建築物之詳細地址,行政區,轄區分隊,分區
1026,安中路六段429巷,500,4.5,18.20.22.24.26.28.30.33.48.50,安南區,土城分隊,黃
1027,安中路六段519巷,300,4.7,1~29.2~30,安南區,土城分隊,黃
1028,城西街一段181巷,200,4.6,20戶,安南區,土城分隊,黃
1029,大同路二段61巷,150,3,23號~195號 ，26號~208號,東區,崇善分隊,紅
1030,大同路二段403巷,150,3.5,2~16號,東區,崇善分隊,紅
1031,大同路二段449巷,180,2.5,1~73號、2~42號,東區,崇善分隊,紅
1032,大同路二段449巷2弄,190,3,1~49號、.2~40號,東區,崇善分隊,紅
1033,仁和路73弄,90,3.2,73之1~73之17號、73之2~73之16號,東區,崇善分隊,紅
1034,仁和路77弄,90,3.2,77之1~15號、77之2~16號,東區,崇善分隊,紅
1035,文東街2巷,156,3.5,1~18號,東區,崇善分隊,紅
1036,立德十一路81巷,110,3,1號~69號.、2號~54號,東區,崇善分隊,紅
1037,東門路3段280巷,133,3.2,1~37號、2~46號,東區,崇善分隊,紅
1038,長東街79巷,99,3.95,1~57號、2~38號,東區,崇善分隊,紅
1039,長東街103巷,83,3.9,35~49號、6~32號,東區,崇善分隊,紅
1040,長東街103巷33弄,90,3.8,1~32號,東區,崇善分隊,紅
1041,長東街108巷,171,3.9,1~59號、2~56號,東區,崇善分隊,紅
1042,崇善十五街33巷,90,3.9,1~89號、2~110號.56號98戶,東區,崇善分隊,紅
1043,崇善路913巷,82,3,1~47號、2~68號,東區,崇善分隊,紅
1044,崇德二十六街,216,3.8,1~73號、2~94號.長東街100號4戶,東區,崇善分隊,紅
1045,崇德二十七街,215,3.8,39~61號、58~78號,東區,崇善分隊,紅
1046,崇德三十一街,229,3.9,1-65號、2-64號,東區,崇善分隊,紅
1047,崇德三十街,226,3.5,1~81號、2~88號,東區,崇善分隊,紅
1048,仁和路107巷,380,3.9,1-113號、2-140號,東區,崇善分隊,紅
1049,仁和路109巷,380,3.7,1-135號、2-124號,東區,崇善分隊,紅
1050,仁和路111巷,210,4.1,1-87號、2-76號,東區,崇善分隊,紅
1051,中華東路三段380巷55弄,130,5,1號至37號、2號至46號,東區,崇善分隊,黃
1052,立德七路,100,5,1號至53號、2號至44號,東區,崇善分隊,黃
1053,立德九路,100,4.5,53號至71號、52號至74號,東區,崇善分隊,黃
1054,立德二路,100,5,1號至65號、2號至84號,東區,崇善分隊,黃
1055,立德八路,100,5,1號至75號、2號至80號,東區,崇善分隊,黃
1056,立德十路46巷,100,5,1號至21號、2號至16號,東區,崇善分隊,黃
1057,立德三路,100,5,1號至49號、2號至52號,東區,崇善分隊,黃
1058,立德五路,100,5,1號至43號、2號至50號,東區,崇善分隊,黃
1059,立德六路,100,5,1號至43號、2號至44號,東區,崇善分隊,黃
1060,立德四路,100,5,1號至49號、2號至50號,東區,崇善分隊,黃
1061,長東街141巷,170,5.5,1號至47號、2號至52號,東區,崇善分隊,黃
1062,長東街143巷,170,5.3,1號至59號、2號至62號,東區,崇善分隊,黃
1063,城東街,211,4.4,106號至118號,東區,崇善分隊,黃
1064,崇善十五街,68,5.5,58號至74號、55號至73號,東區,崇善分隊,黃
1065,崇善十五街42巷,66,5,1號至7號,東區,崇善分隊,黃
1066,崇善十五街50巷,53,5.9,2號至12號、1號至13號,東區,崇善分隊,黃
1067,崇德三十二街,197,5.2,17號至85號、12號至100號,東區,崇善分隊,黃
1068,榮譽街84巷第一條巷,93,4.5,1號至25之3號,東區,崇善分隊,黃
1069,榮譽街84巷第二條巷,216,4.8,27號至79號,東區,崇善分隊,黃
1070,榮譽街84巷第三條巷,132,4.8,79之5號至111之7號,東區,崇善分隊,黃
1071,榮譽街130巷,83,5,1號至9號,東區,崇善分隊,黃
1072,德東街16巷,127,4.7,2號至32號,東區,崇善分隊,黃
1073,中華東路三段509號,230,4.5,507、509、511號(品富建設10F),東區,崇善分隊,藍
1074,中華東路三段530號,230,5,中華東路三段530號7F,東區,崇善分隊,藍
1075,中華東路三段541號,230,4.5,541號(總陞建設10F),東區,崇善分隊,藍
1076,中華東路三段551號,230,4.5,551號(香里嵐賓館7F),東區,崇善分隊,藍
1077,自由路二段175巷38弄,47,3.5,2號至22號(南元江山大樓),東區,崇善分隊,藍
1078,林森路一段156號,100,5,156號(哥爸妻夫大飯店7F),東區,崇善分隊,藍
1079,林森路一段158號,90,5,158號(祥園大廈6F),東區,崇善分隊,藍
1080,林森路一段160號,80,5,160號(巴黎廣場11F),東區,崇善分隊,藍
1081,崇明四街26巷,40,4.5,2號至6號(文化生活家9F),東區,崇善分隊,藍
1082,崇德二十五街,80,5.8,21號至53號(台糖陽光公園),東區,崇善分隊,藍
1083,崇德二十六街,60,4,59號共41戶(大隆鄉廈),東區,崇善分隊,藍
1084,大同路一段275巷,約230公尺12條水帶,3.3,單1至55號 雙6至122號,東區,東門分隊,紅
1085,大同路一段329巷,約125公尺7條水帶,2.8,單1至11號 雙2至24號,東區,東門分隊,紅
1086,大同路一段45巷,約100公尺5條水帶,3,單1至31號 雙2至20號,東區,東門分隊,紅
1087,大同路一段51巷,約80公尺4條水帶,2.6,單1至13號 雙2至14號,東區,東門分隊,紅
1088,大同路一段53巷,約40公尺1條水帶,1,單3號 雙2至16號,東區,東門分隊,紅
1089,大同路一段71巷,約130公尺7條水帶,1.5,單1至31號 雙2至28號,東區,東門分隊,紅
1090,大同路一段73巷,約130公尺7條水帶,3.6,單1至39號 雙2至38號,東區,東門分隊,紅
1091,大學路12巷,約125公尺7條水帶,3,單1至9號 雙2至24號,東區,東門分隊,紅
1092,大學路18巷,約284公尺15條水帶,3,單1至33號 雙2至30號,東區,東門分隊,紅
1093,大學路22巷,約250公尺13條水帶,2,單1至31號 雙2至28號,東區,東門分隊,紅
1094,育樂街117巷,約67公尺4條水帶,1.5,單3至29號 雙2至30號,東區,東門分隊,紅
1095,育樂街57巷2弄,約45公尺2條水帶,4,單17號 雙6至16號,東區,東門分隊,紅
1096,東門路一段131巷,約165公尺9條水帶,1,1至19號,東區,東門分隊,紅
1097,東門路一段135巷,約185公尺10條水帶,2,單1至25號 雙2至26號,東區,東門分隊,紅
1098,東門路二段134巷,約77公尺4條水帶,4,單1至18號 雙2至22號,東區,東門分隊,紅
1099,東門路二段239巷,約95公尺5條水帶,4,單1至19號 雙2至22號,東區,東門分隊,紅
1100,東門路二段269巷,約118公尺3條水帶,4,單1至29號 雙2至44號,東區,東門分隊,紅
1101,東寧路120巷,約250公尺13條水帶,3.5,單3至99號 雙6至34號,東區,東門分隊,紅
1102,東寧路西段18巷,約100公尺5條水帶,2.5,單3至27號 雙2至42號,東區,東門分隊,紅
1103,東興路11巷,約90公尺5條水帶,3,單3至31號 雙2至30號,東區,東門分隊,紅
1104,東興路31巷,約90公尺5條水帶,2,單1至23號 雙2至16號,東區,東門分隊,紅
1105,光華街119巷,約80公尺4條水帶,2.7,17至21號,東區,東門分隊,紅
1106,樹林街一段183巷6弄,約80公尺4條水帶,1.5,單1至41號 雙2至32號,東區,東門分隊,紅
1107,長榮路二段24巷,約200公尺10條水帶,4,單1至75號 雙2至162號,東區,東門分隊,紅
1108,長榮路二段32巷,約65公尺4條水帶,3,141至161號,東區,東門分隊,紅
1109,長榮路二段32巷46弄,約65公尺4條水帶,3,單5至199號 雙14至50號,東區,東門分隊,紅
1110,長榮路三段30巷,約60公尺3條水帶,2.5,單1至15號 雙4至26號,東區,東門分隊,紅
1111,青年路293巷,約90公尺5條水帶,2.5,單1號至55號 雙2至56號,東區,東門分隊,紅
1112,勝利路12巷,約100公尺5條水帶,2.5,雙28號至64號單33至113號,東區,東門分隊,紅
1113,新樓街37巷,約40公尺2條水帶,2,單1至9號 雙2號至14號,東區,東門分隊,紅
1114,裕農路288巷60弄,約210公尺11條水帶,3,單1至83號 雙2至122號,東區,東門分隊,紅
1115,裕農路288巷70弄,約205公尺4條水帶,4.5,單1至57號 雙2至64號,東區,東門分隊,紅
1116,裕豐街147巷,約155公尺8條水帶,2.8,單1至53號 雙2至54號,東區,東門分隊,紅
1117,裕豐街161巷,約70公尺4條水帶,3,單1至23號 雙2至20號,東區,東門分隊,紅
1118,裕豐街163巷,約115公尺6條水帶,3.6,單3至27號 雙2至54號,東區,東門分隊,紅
1119,裕豐街185巷26弄,約67公尺4條水帶,3,單1至13號 雙2至26號,東區,東門分隊,紅
1120,裕豐街222巷43弄,約40公尺3條水帶,3.5,單1至11號 雙2至20號,東區,東門分隊,紅
1121,裕豐街242巷,約67公尺4條水帶,4,單1至21號 雙2至22號,東區,東門分隊,紅
1122,裕豐街84巷,約130公尺7條水帶,3,單1至65號 雙2至28號,東區,東門分隊,紅
1123,德光街58巷,約87公尺5條水帶,3.2,1至35號,東區,東門分隊,紅
1124,德光街62巷,約90公尺5條水帶,3.2,單1至31號 雙2至32號,東區,東門分隊,紅
1125,衛國街106巷29弄,約80公尺4條水帶,3.5,單1至29號 雙4至14號,東區,東門分隊,紅
1126,大同路一段141巷,約190公尺10條水帶,4,1至65號,東區,東門分隊,黃
1127,大同路一段155巷,約200公尺10條水帶,6,1至99號,東區,東門分隊,黃
1128,大同路一段241巷6弄,約75公尺3條水帶,4.6,6弄1至43號,東區,東門分隊,黃
1129,中華東路二段22巷,約145公尺8條水帶,4,1至34號,東區,東門分隊,黃
1130,府連路182巷13弄,約50公尺2條水帶,4.5,1至10號,東區,東門分隊,黃
1131,東門路二段301巷80弄,約90公尺5條水帶,4.5,6弄1至11號,東區,東門分隊,黃
1132,東門路二段301巷90弄,約90公尺5條水帶,4,13弄1至18號,東區,東門分隊,黃
1133,東門路二段301巷115弄,約95公尺5條水帶,4.5,80弄1至28號,東區,東門分隊,黃
1134,勝利路12巷,約90公尺3條水帶,5,90弄1至32號,東區,東門分隊,黃
1135,裕農路19巷32弄,約154公尺8條水帶,5.8,120弄1至39號,東區,東門分隊,黃
1136,裕農路291巷,約113公尺6條水帶,4.6,115弄1至29號,東區,東門分隊,黃
1137,裕農路345巷,約178公尺9條水帶,6.5,單1至31號   雙2至24號,東區,東門分隊,黃
1138,裕農路350巷10弄,約50公尺3條水帶,5,1至75號,東區,東門分隊,黃
1139,裕農路389巷3弄,約120公尺2條水帶,6.5,單1至11號   雙2至26號,東區,東門分隊,黃
1140,衛國街106巷5弄,約220公尺11條水帶,6,1至20號,東區,東門分隊,黃
1141,衛國街106巷17弄,約206公尺11水帶,6,1至28號,東區,東門分隊,黃
1142,東門路一段267巷,20,5,5號.6號大樓,東區,東門分隊,藍
1143,裕學路185巷,416,4,單號1-183號，雙號2-150號,東區,後甲分隊,紅
1144,富農街一段40巷,85,3,只有單號17-23號,東區,後甲分隊,紅
1145,富農街一段48巷,170,3.2,單號1-51號，雙號2-36號,東區,後甲分隊,紅
1146,富農街一段89巷,81,2.2,只有單號1-25號,東區,後甲分隊,紅
1147,富農街二段28巷,60,1.6,只有雙號28-62號,東區,後甲分隊,紅
1148,富農街二段65巷19弄,58,3.7,單號1-7號，雙號2-10號,東區,後甲分隊,紅
1149,富農街二段79巷 ,84,2.3,單號1-13、77、81號，雙號2-14號,東區,後甲分隊,紅
1150,東成街28巷,40,3.3,單號1-39號，雙號2-40號,東區,後甲分隊,紅
1151,東成街56巷,112,3.7,只有雙號2-44號,東區,後甲分隊,紅
1152,東成街98巷,52,2.9,單號1-21號，雙號2-20號,東區,後甲分隊,紅
1153,裕農路621巷30弄,95,4,單號1-33號，雙號2-16號,東區,後甲分隊,紅
1154,裕農路621巷41弄,85,3.1,單號11-25號，雙號2-24號,東區,後甲分隊,紅
1155,裕農路621巷72弄,87,3,單號1-97號，雙號10-12號,東區,後甲分隊,紅
1156,裕農路661巷28弄,62,3.8,單號1-9號，雙號2-8號,東區,後甲分隊,紅
1157,裕農路661巷42弄,58,4,單號1-13號，雙號2-8號,東區,後甲分隊,紅
1158,裕農路668巷35弄,235,3.9,單號1-33號，雙號2-52號,東區,後甲分隊,紅
1159,裕農路668巷75弄,197,3.9,單號1-81號，雙號2-128號,東區,後甲分隊,紅
1160,建東街30巷,100,4,雙號2-40號,東區,後甲分隊,紅
1161,建東街35巷,55,2.2,只有單號1-13號,東區,後甲分隊,紅
1162,建東街37巷,56,2.2,只有雙號2-30號,東區,後甲分隊,紅
1163,建東街43巷,147,2.5,單號1-21號，雙號2-12號,東區,後甲分隊,紅
1164,中華東路一段2巷,126,4,單號1-17號，雙號2-16號,東區,後甲分隊,紅
1165,中華東路二段133巷4弄,210,3.1,單號1-11號，雙號2-10號,東區,後甲分隊,紅
1166,中華東路二段203巷9弄,56,1.7,單號1-23號，雙號2-22號,東區,後甲分隊,紅
1167,東門路三段37巷75弄,130,3.2,單號1-55號，雙號2-42號,東區,後甲分隊,紅
1168,東光路一段5巷,225,2.2,單號1-31號，雙號2-52號,東區,後甲分隊,紅
1169,東興路20巷,220,2.2,單號1-147號，雙號4-98號,東區,後甲分隊,紅
1170,東興路40巷,179,2.5,單號1-13號，雙號2-14號,東區,後甲分隊,紅
1171,東興路118巷,60,4,連號1至18號,東區,後甲分隊,紅
1172,東興路314巷,122,2.2,單號1-23號，雙號18-40號,東區,後甲分隊,紅
1173,光明街175巷,148,2.4,只有雙號2-36號,東區,後甲分隊,紅
1174,光明街201巷,128,3.7,單號1-27號，雙號2-24號,東區,後甲分隊,紅
1175,小東路198巷6弄,152,4,單號1-35號，雙號2-34號,東區,後甲分隊,紅
1176,小東路198巷24弄,89,4,單號1-37號，雙號2-52號,東區,後甲分隊,紅
1177,小東路198巷40弄,213,4,單號1-35號，雙號2-50號,東區,後甲分隊,紅
1178,小東路254巷2弄,103,4,單號17-35號，雙號2-24號,東區,後甲分隊,紅
1179,富農街一段141巷,83,4.2,只有雙號2-24號,東區,後甲分隊,黃
1180,富農街一段188巷,127,6.6,單號1-99號，雙號2-164號,東區,後甲分隊,黃
1181,富農街一段204巷,107,4.1,單號1-35號，雙號2-26號,東區,後甲分隊,黃
1182,富農街一段218巷,110,4.2,單號1-35號，雙號2-22號,東區,後甲分隊,黃
1183,富農街一段232巷,153,4.6,單號1-23號，雙號2-34號,東區,後甲分隊,黃
1184,富農街一段248巷,120,4.1,單號1-21號，雙號2-22號,東區,後甲分隊,黃
1185,富農街一段258巷,92,4.1,單號1-27號，雙號2-30號,東區,後甲分隊,黃
1186,富農街二段73巷,160,4.7,只有雙號2-20號,東區,後甲分隊,黃
1187,富農街二段92巷,104,4.7,單號1-21號，雙號2-16號,東區,後甲分隊,黃
1188,裕農路621巷36弄,95,4.6,單號1-33號，雙號2-16號,東區,後甲分隊,黃
1189,裕農路668巷,405,4.7,單號1-99號，雙號2-70號,東區,後甲分隊,黃
1190,裕農路726巷3弄,45,4.3,單號1-5號，雙號2-6號,東區,後甲分隊,黃
1191,裕農路726巷7弄,42,4.3,單號1-5號，雙號2-6號,東區,後甲分隊,黃
1192,裕農路771巷1弄,92,5,只有雙號2-40號,東區,後甲分隊,黃
1193,東門路三段37巷55弄,88,4.3,單號1-27號，雙號2-28號,東區,後甲分隊,黃
1194,東門路三段141巷,57,4.2,單號13-29號，雙號12-32號,東區,後甲分隊,黃
1195,東門路三段179巷,488,4.2,只有單號39-93號,東區,後甲分隊,黃
1196,建東街22巷,98,4.1,單號1-25號，雙號2-28號,東區,後甲分隊,黃
1197,建東街42巷,97,4.2,只有單號1-43號,東區,後甲分隊,黃
1198,建東街52巷,99,5.1,單號1-15號，雙號2-16號,東區,後甲分隊,黃
1199,建東街54巷,138,5.2,單號1-39號，雙號2-54號,東區,後甲分隊,黃
1200,中華東路二段7巷,79,4.2,只有雙號2-20號,東區,後甲分隊,黃
1201,中華東路二段133巷39弄,108,6.4,單號1-29號，雙號2-26號,東區,後甲分隊,黃
1202,中華東路二段133巷57弄,116,6.3,單號1-27號，雙號2-28號,東區,後甲分隊,黃
1203,中華東路二段203巷1弄,148,6,單號1-21號，雙號2-52號,東區,後甲分隊,黃
1204,中華東路二段203巷17弄,83,6.4,單號1-21號，雙號2-38號,東區,後甲分隊,黃
1205,中華東路二段243巷12弄,119,6,只有單號1-37號,東區,後甲分隊,黃
1206,中華東路二段243巷13弄,43,6,只有單號1-7號,東區,後甲分隊,黃
1207,東興路169巷,106,6,單號1-25號，雙號6-22號,東區,後甲分隊,黃
1208,東和路57巷,250,6,只有單號1-19號,東區,後甲分隊,黃
1209,東和路159巷,188,5.5,單號1-29號，雙號4-28號,東區,後甲分隊,黃
1210,光明街60巷,109,6.5,單號1-29號，雙號2-34號,東區,後甲分隊,黃
1211,莊敬路21巷,80,7,國泰麗園大樓2.6.8.20.22號,東區,後甲分隊,藍
1212,富農街一段36巷 ,90,7,浪琴華大樓28號,東區,後甲分隊,藍
1213,怡東路150巷,112,7,大鵬新城單號1-29號，雙號2-30號,東區,後甲分隊,藍
1214,東興路199巷,114,6,大鵬新城1-29號,東區,後甲分隊,藍
1215,大同路一段22巷,120,2.5,單13-75   雙2-8,中西區,中正分隊,紅
1216,大同路一段56巷,120,2.6,單1-27    雙6-16,中西區,中正分隊,紅
1217,中山路79巷,120,2.3,單1-5     雙6-72,中西區,中正分隊,紅
1218,中山路82巷,100,2,單11-21   雙2-30,中西區,中正分隊,紅
1219,中正路108巷,80,1.8,單1-17    雙2-12,中西區,中正分隊,紅
1220,中正路131巷,100,2.1,單1-25    雙2-38,中西區,中正分隊,紅
1221,中正路138巷,100,1.5,單3-19    雙2-28,中西區,中正分隊,紅
1222,中正路21巷,150,1.4,單1-33,中西區,中正分隊,紅
1223,中正路39巷,80,2.3,單1-11    雙2-22,中西區,中正分隊,紅
1224,中正路53巷,120,2.1,單1-13    雙2-22,中西區,中正分隊,紅
1225,民生路一段132巷,150,1.3,單1-17    雙14-30,中西區,中正分隊,紅
1226,民生路一段156巷,120,2.5,單3-25    雙2-34,中西區,中正分隊,紅
1227,民生路一段157巷,150,1.4,單3-45    雙2-32,中西區,中正分隊,紅
1228,民生路一段181巷,100,2.5,單1-27    雙2-26,中西區,中正分隊,紅
1229,民生路一段22巷,80,1.9,單5-23    雙2-10,中西區,中正分隊,紅
1230,民族路二段317巷,150,2.9,單3-5     雙2-46,中西區,中正分隊,紅
1231,民族路二段57巷,150,2.8,單1-9     雙6-40,中西區,中正分隊,紅
1232,民權路一段90巷,100,2.5,單1-33    雙2-34,中西區,中正分隊,紅
1233,民權路二段64巷,250,1.1,單1-53    雙2-56,中西區,中正分隊,紅
1234,民權路二段83巷,100,1.5,單1-15    雙2-12,中西區,中正分隊,紅
1235,永福路一段102巷,150,2.5,單1-27    雙2-52,中西區,中正分隊,紅
1236,永福路一段108巷,150,2.4,單1-5     雙2-24,中西區,中正分隊,紅
1237,永福路一段68巷,120,1.3,單1-17    雙2-12,中西區,中正分隊,紅
1238,永福路二段197巷,120,1,單1-15    雙2-16,中西區,中正分隊,紅
1239,永福路二段227巷,120,1.5,單1-53    雙2-18,中西區,中正分隊,紅
1240,永福路二段63巷,80,2.3,單1-29    雙2-16,中西區,中正分隊,紅
1241,永福路二段97巷,80,1.2,單1-9     雙2-18,中西區,中正分隊,紅
1242,成功路285巷,100,2,單3-11    雙2-8,中西區,中正分隊,紅
1243,西門路一段676巷,100,2.2,單1-31    雙2-20,中西區,中正分隊,紅
1244,西門路一段702巷,120,2.1,單1-29    雙2-24,中西區,中正分隊,紅
1245,西門路一段734巷,150,2.3,單5-13    雙2-22,中西區,中正分隊,紅
1246,西門路二段228巷,100,1.2,單5-13    雙2-42,中西區,中正分隊,紅
1247,府前路一段371巷,100,2.5,單3-31    雙2-60,中西區,中正分隊,紅
1248,府前路一段49巷,100,2.5,單1-11    雙2-34,中西區,中正分隊,紅
1249,府前路一段61巷,100,1.8,單1-53      ,中西區,中正分隊,紅
1250,府前路一段85巷,100,2.9,單21-51   雙4-38,中西區,中正分隊,紅
1251,忠義路二段158巷,250,2.5,單1-25    雙6-62,中西區,中正分隊,紅
1252,忠義路二段158巷20弄,100,2,單3-51    雙2-6,中西區,中正分隊,紅
1253,忠義路二段233巷,180,2.5,單7-47    雙2-58,中西區,中正分隊,紅
1254,忠義路二段38巷,80,2.8,單1-5     雙4-14,中西區,中正分隊,紅
1255,青年路132巷,150,2.8,單3-45    雙2-46,中西區,中正分隊,紅
1256,青年路137巷,180,1.6,單1-67    雙2-42,中西區,中正分隊,紅
1257,青年路164巷,150,3.6,單1-43    雙2-32,中西區,中正分隊,紅
1258,青年路47巷,120,3.3,單1-23    雙2-30,中西區,中正分隊,紅
1259,開山路127巷,200,2.5,單5-109   雙4-102,中西區,中正分隊,紅
1260,新美街,250,2.5,單85-137  雙94-158,中西區,中正分隊,紅
1261,衛民街108巷,80,2.1,單1-37    雙2-38,中西區,中正分隊,紅
1262,衛民街124巷,100,2,單1-33    雙2-42,中西區,中正分隊,紅
1263,西門路二段116巷,80,5,單5       雙6-10,中西區,中正分隊,黃
1264,永福路一段68巷,120,1.3,永福路一段68巷12號,中西區,中正分隊,藍
1265,新興路93巷3弄,10,3,1~5共5戶,南區,德興分隊,紅
1266,新興路93巷,15,3,1~13.2~16共13戶,南區,德興分隊,紅
1267,新興路113巷,25,3,12~48.21~49共34戶,南區,德興分隊,紅
1268,新興路113巷35弄,30,4,2~54.1~7.13.17.21~25共31戶,南區,德興分隊,紅
1269,新興路161巷,20,4,1~21.2~22共21戶,南區,德興分隊,紅
1270,大徳街170巷,30,4,9.19.19-1.21.25.29.31.35~45.2.2-1.4.8.12~16.20.24.32~36.42.44共27戶,南區,德興分隊,紅
1271,大徳街160巷,15,3,4~14.9~15共10戶,南區,德興分隊,紅
1272,大徳街154巷,15,3,1~12共12戶,南區,德興分隊,紅
1273,大德街141巷,15,3,2.2-1.6.8.18.3.7.9~15.19.21共13戶,南區,德興分隊,紅
1274,大德街,10,3,新興路217巷42弄1號一12號,南區,德興分隊,紅
1275,健康路二段116巷7弄,10,3,新興路229巷1號一25號,南區,德興分隊,紅
1276,健康路二段53巷51弄,10,3,新興路267巷1號一33號,南區,德興分隊,紅
1277,金華路二段345巷26弄,10,4,新興路267巷15弄1號一58號,南區,德興分隊,紅
1278,金華路二段345巷8弄,10,3,新興路267巷27弄5號一11號,南區,德興分隊,紅
1279,金華路二段345巷44弄,10,3,10~14共3戶,南區,德興分隊,紅
1280,金華路二段399巷,10,3,新興路301巷10號一28號,南區,德興分隊,紅
1281,金華路一段154巷,15,3,4.6.10.12.18.1~17共14戶,南區,德興分隊,紅
1282,金華路一段484巷121弄,10,3,西門路一段689巷1號一61號,南區,德興分隊,紅
1283,金華路一段484巷127弄,10,3,西門路一段545巷19弄1號一10號,南區,德興分隊,紅
1284,金華路一段530巷10弄,10,4,西門路一段545巷1號一42號,南區,德興分隊,紅
1285,金華路一段540巷,10,3,國華街108巷1號一14號,南區,德興分隊,紅
1286,大成路二段81巷5弄,10,3,國華街100巷1號一12號,南區,德興分隊,紅
1287,大成路二段81巷,10,3,國華街56巷1號一10號,南區,德興分隊,紅
1288,大成路二段143巷,25,3,大徳街170巷2-31號,南區,德興分隊,紅
1289,大成路二段223巷1弄,20,3,大徳街160巷2-20號,南區,德興分隊,紅
1290,大成路二段223巷5弄,20,3,大徳街154巷1-21號,南區,德興分隊,紅
1291,國華街一段22巷,35,3,大德街141巷1號一104號,南區,德興分隊,紅
1292,永成路三段461巷2弄,35,3,大德街131-1號一135號,南區,德興分隊,紅
1293,永成路三段240巷,30,3,健康路二段116巷7弄1-13號,南區,德興分隊,紅
1294,鹽埕路291巷31弄,30,3,健康路二段53巷51弄1-25號,南區,德興分隊,紅
1295,西門路一段279巷16弄,35,4,金華路二段345巷26弄1-37號,南區,德興分隊,紅
1296,金華路一段352巷88弄,30,3,金華路二段345巷8弄9-22號,南區,德興分隊,紅
1297,新都路488巷,35,3,金華路二段345巷44弄1-34號,南區,德興分隊,紅
1298,新都路436巷,30,3,金華路二段399巷2-23號,南區,德興分隊,紅
1299,金華路一段352巷130弄,40,3,金華路一段154巷30-44號,南區,德興分隊,紅
1300,金華路一段352巷75弄,30,3,金華路一段484巷121弄1-13,南區,德興分隊,紅
1301,金華路一段352巷193弄,35,3,金華路一段484巷127弄18-20號,南區,德興分隊,紅
1302,金華路一段272巷,30,3,金華路一段530巷10弄1-18號,南區,德興分隊,紅
1303,金華路一段352巷34弄,35,3,金華路一段540巷1-19號,南區,德興分隊,紅
1304,新興路461巷8弄,30,3,大成路二段81巷5弄1-12號,南區,德興分隊,紅
1305,新興路439巷4弄,20,3,大成路二段81巷50-60號,南區,德興分隊,紅
1306,金華路二段3巷,35,3,大成路二段143巷2-81號,南區,德興分隊,紅
1307,金華路二段21巷,40,3,大成路二段223巷1弄1-26,南區,德興分隊,紅
1308,金華路二段9巷,30,3,大成路二段223巷5弄1-28號,南區,德興分隊,紅
1309,健康路二段234巷,30,3,國華街一段22巷1-15號,南區,德興分隊,紅
1310,金華路二段27巷,50,3,永安街46巷2弄1-45號,南區,德興分隊,紅
1311,金華路二段33巷,30,3,永安街241巷2-10號,南區,德興分隊,紅
1312,金華路二段39巷,15,3,1~13共6戶,南區,德興分隊,紅
1313,金華路二段51巷,40,3,1.2.3.7.19.6~22.23~35共22戶,南區,德興分隊,紅
1314,中華南路二段233巷31弄,10,3,1.3.5共3戶,南區,德興分隊,紅
1315,金華路一段484巷99弄,10,3,1.5.7共3戶,南區,德興分隊,紅
1316,大成路二段177巷28弄,10,3,鹽程路159巷3-5號,南區,德興分隊,紅
1317,永成路三段357巷,15,3,鹽程路187巷,南區,德興分隊,紅
1318,永成路三段461巷6弄,25,7,西門路一段279巷16弄,南區,德興分隊,黃
1319,永成路三段551巷,25,7,金華路一段352巷88弄,南區,德興分隊,黃
1320,新都路520巷,25,7,新都路488巷,南區,德興分隊,藍
1321,新都路520巷1弄,25,7,新都路436巷,南區,德興分隊,藍
1322,鯤鯓路104巷12弄,170,2.5,鯤鯓路104巷12弄1-43號,南區,灣裡分隊,紅
1323,鯤鯓路104巷16弄,30,2.1,鯤鯓路104巷16弄1-11號,南區,灣裡分隊,紅
1324,鯤鯓路104巷,220,3.5,雙號：20-36號.單號：45-69號,南區,灣裡分隊,紅
1325,鯤鯓路102巷,60,2.3,鯤鯓路102巷114號前,南區,灣裡分隊,紅
1326,鯤鯓路119巷,140,4,鯤鯓路119巷16-1號前,南區,灣裡分隊,紅
1327,鯤鯓路137巷,100,2,1-6號,南區,灣裡分隊,紅
1328,鯤鯓路162巷,110,2.2,單號：1-15號.雙號：2-28號,南區,灣裡分隊,紅
1329,鯤鯓路194巷,190,2.3,單號：1-85號.雙號：2-52號,南區,灣裡分隊,紅
1330,鯤鯓路208巷,50,2.8,單號：1-11號.雙號：2-12號,南區,灣裡分隊,紅
1331,鯤鯓路232巷,360,3,單號：1-79號.雙號：2-80號,南區,灣裡分隊,紅
1332,喜樹路178巷,40,2.2,單號：1-3號.雙號：2-14號,南區,灣裡分隊,紅
1333,喜樹路222巷92弄,70,1.8,1-7號(單號),南區,灣裡分隊,紅
1334,明興路943巷,150,4,單號：1-23號.雙號：2-24號,南區,灣裡分隊,紅
1335,明興路1129巷,130,3,2-22號(雙號),南區,灣裡分隊,紅
1336,明興路1356巷5弄,80,4,1-23號(單號),南區,灣裡分隊,紅
1337,明興路1356巷,100,2.4,單號：1-15號.雙號：2-8號,南區,灣裡分隊,紅
1338,喜樹路168巷,80,2.5,喜樹路168巷1-17.2-22,南區,灣裡分隊,紅
1339,喜樹路222巷8弄,120,2.1,2-16號(雙號),南區,灣裡分隊,紅
1340,喜樹路222巷6弄,130,2,2-20號(雙號),南區,灣裡分隊,紅
1341,喜樹路222巷7弄,25,1.4,1-11號(單號),南區,灣裡分隊,紅
1342,喜樹路146巷,110,3.1,單號：1-17號.雙號：2-20號,南區,灣裡分隊,紅
